사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
박정원,긍정적,9,부정,"시사회 보고왔는데요 재미있어요 김수로 의 코믹 연기 는 정말 대박 
 지금 까지 봤던 코믹 영화 중 에서 제일 웃었던거 같은데요 약 간도 중 에 웃다가 진지해지고 그러긴 했지만 웃기 엔 좋은 영화 인거 같아요"
-_-v,부정적,6,부정,6일 날 시 네코 아 에서 시사회 봤는데 생각 보단 재밌던데 우선 우리나라 에서 최초 로 시도 되는 흡혈귀 영화 라는 데 의미 가 있지 않을까 나 슈퍼 파워 할 때 기절 했다
chae6511,긍정적,10,부정,부담 없이 즐길수 있는 영화 라고 생각 됨 김수로 화이팅
서구피바다,긍정적,10,부정,으갸갸
헬리오스,긍정적,10,부정,잼 날거 같네
dmschdl,긍정적,10,부정,
휴면 사용자,부정적,6,부정,
하하쏘쏘,부정적,1,부정,보면서 지루한 감 이 있었던 영화 네 요 코믹 할줄 알았는데 그런 점도 별로 없고 34 번 웃은거 같네요 감동 도 미흡하고 기대 가 컸던만큼 아쉬움 이 많이 남는 영화 네 요
slpsm,긍정적,10,부정,언제 개봉 해요
Elegance Rudi,긍정적,9,부정,처음 시도 되는 흡혈귀 영화 라 많이 미흡할 것 도 같지만 김수로 라는 배우 에 끌려서 참으로 기대 되는 영화 입니다
보리스,부정적,1,부정,어제 밤 메가박스 시사회 정말 시간 너무 아까웠어요 제목 보고 아니다 싶긴 했지만 정말로 코미디 도 아니고 시사 점도 없고 장면 장면 역겹 고영 화평 쓰는 적 이 없는데 정말 이건 너무해 영 화보 고 기분 나쁜 적은 참 오랜 만이 네 요
힘내자힘,부정적,1,부정,김수로 라는 배우 땜 에 봤는데 시간 아깝 슴돠 재밌지두 않구여 투 사부 보다 더 잼다
황창원,긍정적,7,부정,평소 김수로 씨 를 호감 가게 봐 온 지라 시사회 는 생각 대로 재미 가 많이 가미 된 영화 였습니다 한편 으로는 유치할꺼 같다는 생각 도 살짝 했었는데요 의외로 덜 유치했답니다 첫 주연 작품 축하 드립니다 후속 편도 만들꺼 같은 그런 영화
그날까지--,긍정적,10,부정,나 꼭 볼거야 진짜루
바다사나이,긍정적,10,부정,기다려져여
휴면 사용자,긍정적,10,부정,
휴면 사용자,긍정적,10,부정,엄마 가 말려도 꼭 본다
휴면 사용자,긍정적,9,부정,드디어 김수로 주연 넘 넘 기대되 요 맘껏 웃 을 수 있겠죠
휴면 사용자,긍정적,7,부정,
서은지,긍정적,10,부정,
닉네임을 등록해 주세요,긍정적,10,부정,김수로 의 또 다른 모습 김수로 진정한 배우 임 에 박수 를 보낸다
휴면 사용자,긍정적,9,부정,
휴면 사용자,긍정적,10,부정,"표정 연기 정말 실감 나더군요 
 재밌을것 같아요 
 무 튼 나도 열 화이팅"
김민국,긍정적,10,부정,투사 부의 코미디 보다 훨씬 기대 된다 김수로 에 올인
주근깨만쉐이,긍정적,10,부정,이 영화 보구 수로 오빠 팬 이 더 늘어날텐데 구 럼 내 라이벌 들 이 더 많아질테지만 그래두 쪼 아
sey,긍정적,7,부정,재밌을거 같네요
휴면 사용자,긍정적,9,부정,기대기대
휴면 사용자,부정적,1,부정,영화 나오기도 전 에 포스터 나 티저광고 보고 거부 반응 일어난 영화 오랫 만 에 만나 보네 개봉 한 그 주 에 바로 비디오 나올 채비 할 영화 가 될듯
휴면 사용자,긍정적,7,부정,보게되 면 보는거고 암튼 보고싶긴 하다
탈퇴한 사용자,긍정적,7,부정,재미있을 거 같아요 애니메이션 에서나 봤던 코믹 스런 뱀파이어 를 볼 수 있을 것 같은 기대 를 해 봅니다
탈퇴한 사용자,긍정적,10,부정,보고싶어요 언제 볼수있나요
뉴피아,긍정적,10,부정,김수로 쪼 아
알아리,부정적,6,부정,"아직 은 잘 모르게 써요 
 보고나서"
SSE,긍정적,10,부정,꼭 보고싶습니다 기대 되는
휴면 사용자,긍정적,10,부정,보고싶다
김학배,긍정적,9,부정,
손재민,긍정적,7,부정,엄청 기대 되네요 웃길듯
휴면 사용자,긍정적,7,부정,김수로 씨 연기 기대
WinterRain,긍정적,10,부정,김수로 가 주인공 이라 잼있을것 같은 그리고 서창 용 님 그런건 드러내지마 시구 혼자 생각 하시죠 괜히 그딴 말 해서 밟히지말고
ekehfl,긍정적,10,부정,기대되 요 꼭 볼것 같아요
휴면 사용자,부정적,1,부정,
휴면 사용자,긍정적,10,부정,모기 로부터 시작 된 황당한 흡혈 형사 완죤 내 스탈 이야 너무 재밌을꺼 같아요 강추
ssuggi,긍정적,7,부정,김수로 정말 기대 된다
히요나,긍정적,9,부정,많이 보고 싶어요
마오,긍정적,10,부정,아랫 님 처럼 마늘 십자가 가지 고 갈꺼야
로드,긍정적,10,부정,
-쿠우 블루베리-,긍정적,10,부정,
jhp123,부정적,6,부정,상상 의 영화 지만 기대 되는 영화 네 요 아무튼 코믹 한
파라키스,긍정적,9,부정,넘 넘 넘 보고싶어요 김수로 짱 멋지고 웃겨요
KJH,긍정적,10,부정,기대 됩니다 그려
이효정,긍정적,9,부정,웃길 껏 같아요
운사,긍정적,7,부정,기다려 지네 요
홀리스터,긍정적,9,부정,
수 인,긍정적,7,부정,
휴면 사용자,긍정적,9,부정,흡혈 형사 나 도열 흡혈 모기 가 와 서나 도열 을 물 고 가서나 도열 은 흡혈귀 가 되였 다그 뒷이야기 가 궁금하네요 꼭 보고와서 올릴께요
휴면 사용자,긍정적,10,부정,잼있을거 같아요 너무 너무 기 대대 요 수로 오빠 짱
Tae Ho Jun,부정적,1,부정,
닉네임을 등록해 주세요,부정적,1,부정,이 영화 본 기억 이 사라졌으면 좋겠다
ShoutSunny,부정적,2,부정,아 이 영화 잊고 있었다
양우진,긍정적,9,부정,
휴면 사용자,부정적,1,부정,허허
한정우,부정적,1,부정,대단해
해명,긍정적,10,부정,와썹 맨 은 왔어 어디
soiler,부정적,5,부정,
,부정적,0,부정,버려라 버려
푸른바다,부정적,4,부정,도대체 무슨 생각 으로 만든 영화인 건지
다산300,부정적,1,부정,1 도 아까 움
행복은 비바체로,긍정적,8,부정,앗 무심코 보다가 주윤발 박준형 발견
박상호,부정적,5,부정,
휴면 사용자,긍정적,7,부정,
내 생각,부정적,1,부정,
휴면 사용자,부정적,0,부정,
dream,부정적,1,부정,
마식이,부정적,0,부정,
카레빵,긍정적,7,부정,
혀누,부정적,1,부정,
프라프치노,긍정적,10,부정,추억 을 되살려 준 최고 의 명작
고라고라내고라,부정적,1,부정,
중국지성,부정적,5,부정,
흑산도앞바다철수네옆집사는쭌이,부정적,1,부정,나 의 추억 을 가만히 놔둬
다크,부정적,5,부정,
소리,부정적,2,부정,
AbataceptIpilimumabIgG1,부정적,1,부정,
김준성,부정적,6,부정,
탈퇴한 사용자,부정적,0,부정,
화니,긍정적,7,부정,
소나기,부정적,6,부정,
Anes_깽,부정적,3,부정,
Hystrix,부정적,3,부정,이럴 거 면 만들지 말 지
호랑이4065,부정적,1,부정,헐 헐 헐
휴면 사용자,부정적,4,부정,리메이크 의 잘 못 된 좋은 예
sawall,긍정적,10,부정,박준형 이 여기 왜 나왔지 영 화보 다가 어디서 많이 본 사람 이라고 생각 했었는데 박준형 이었군 연기력 도 좋음
,부정적,1,부정,기대 안 하고 봤다 만화 생각 안 하고 봤다 역시 나 재미없었다
휴면 사용자,부정적,1,부정,주윤발 은 아내 에게 명품 백 을 사주기 위해 출현 했다고 한다
꾸메,긍정적,7,부정,5년 전 비행 기안 에서 봤는데 뭐 그리 나쁘지 않음
휴면 사용자,부정적,4,부정,왜 만화 를 영화로 한 거지 영화로 하니까 진짜 재미없다
데이빗,부정적,1,부정,이영화 제작자 하고 감독 이 원작 을 안 본것 같다 감독 이 중국사람 이 던데 이 재밌는 만화 를 이렇게 재미없게 영화로 만들다니
베일11,부정적,3,부정,좀 별로 네 요 기 대치 에 좀 못 미침 액션 도 별루
브엘라해로이,긍정적,8,부정,드랜곤볼 이 원작 이라서 그 런가 열폭 들 하시는데 그냥 액션영화 한편 으로 보면 나쁘지 않음 그리고 영화 는 주관 적 인거 라 내 가 0 점 이라도 누군가 에겐 10 점 이 될수도 있는거고 영화 아무나 만드는거 아니다 애 들 아 말 함부로 쳐하지말길 바람
탈퇴한 사용자,부정적,1,부정,개 쓰래 기
Asker,부정적,2,부정,3 12 전세계 가 기다려 온 전설 은 좌절 되었다
휴면 사용자,부정적,0,부정,스트리트파이터 와 통키 를 우리나라 에서 영화 한 것 과 같은 효과 를 지닌 영화
안녕안녕,부정적,0,부정,다음 부터 영화 만들지 말 자
pkwind,부정적,1,부정,
하늘빛다이아,긍정적,10,부정,잘 봤어요 쭌 형님 자랑스럽습니다
오아시스,부정적,0,부정,평점 꼭 주 려고 왔음 제 길
쭈꾸미,부정적,4,부정,"드래곤볼 원작 을 기대하실꺼면 안 보시는게 좋은 듯 
 뭐 초사 이 어인 원숭이 장 풍 그런거 없음 
 액션 도 별로 쌈잘 하던 손오공 이 총 맞구 디지다니 
 객관 적 으로 영화 자체 만 놓고 보면 
 그래두 별루 네 35 가 적당한데 인심 썻다"
축구박사,부정적,1,부정,내 가본 최악 의 영화
green,부정적,0,부정,설마 설마 설마 하다가 끝나 버렸다 허무 그 자체
코우필드,부정적,4,부정,극장 에서 안 봐서 다행 이다 이야기 가 마구 튀고 몰입 이 전혀 안 된다
둘앙,부정적,0,부정,짱 먹어라
benihil,부정적,0,부정,이러지마
탈퇴한 사용자,부정적,0,부정,이 걸 돈 내고 보느니 길거리 에 돈 그냥 버리는게 낫 지
bsbmajor1,부정적,2,부정,어른 들 에겐 눈뜨고 보기 어려울 정도 로 민망 어린이 에겐 하품 나올 졸작 원작 팬 들 에겐 혈압 을 치솟게 할 터 무니 없는 태작
휴면 사용자,긍정적,8,부정,정의 를 위해 살아가는 모습 자기 가 강한것을 자랑 하진 않고 지내고 주윤발 이 무천도사 라는 것 이안 어울리면서 재미 가 임습니다
휴면 사용자,긍정적,10,부정,박준형 너무 웃긴다여 주인공 이쁘고
핸드폰,부정적,0,부정,오공 이 슈퍼 사이 어인 안 나와서 대박 실망 피콜로 는 더듬이 도 없지 오공 이 팔 아버지 는 엄청 늙어 보이는데 무천도사 는 그렇게 안보 이고 오공 이 슈퍼 사이 어인 나오길 바랬는데
웃누,부정적,0,부정,차라리 옛날 에 우리나라 에서 만든 드래곤볼 을 보고 말 지
오세암,부정적,0,부정,아 영화 제목 보고 떠오름 이 걸 보고 나서의 그 분노 감 자 받아라 0 점
보조무기,부정적,0,부정,극장 에서 본 영화 중 에 가장 돈 이 아까운 영화 엿 음
미소야,부정적,0,부정,내 가 극장 에서 봤던 영화 중 에 가장 최악 환불 받고 싶은 충동 을 느꼈었다
파카,부정적,0,부정,단 두 마디 만 한다 최악
휴면 사용자,부정적,0,부정,아 썅 예고편 재밌게 생겨서 봐줫더니 만 최악 이다 최악 눈 한테 사과 해야 할듯
외계인,부정적,0,부정,최악
진씨앙쩐,부정적,0,부정,드래곤볼 에 먹 칠 을 하다니
휴면 사용자,부정적,0,부정,평점 을 주는 관대한 분도 계시는구나 싶을 만큼 볼 가치 가 없는 영화
주님안에 강민,부정적,0,부정,이 거 보고나면 심형래 의 디워 가 명작 이 게 느껴진다
흑흑이즈,부정적,4,부정,원작 을 너무 파괴 해 버렸다 윤발 이형 이제 이런거 좀 찍지마라 마음 아프다 진짜
휴면 사용자,부정적,0,부정,평점 2 점 대 를 향 해 고고싱
송은상,긍정적,10,부정,"속 않 좋을 때 토 하기 좋은 영화 자신 이 부끄러운 행동 후 보면 당당해지는 영화 
 오그라지는 손발 조심하시고 비닐봉지 는 잘 처리 하시길"
여유있게,부정적,1,부정,아 별 점 이 흑색 이 이렇게 많은 영화 평점 은 처음 아마 배우 들 도 망했다는걸 확실히 알고있겠지 안타깝다 주윤발
,부정적,0,부정,우려 먹지 맙시 다
휴면 사용자,부정적,0,부정,이건 혁명 이다 드래곤볼 역사 에 길 이남 을 혁명 고로 나 는 평점 0 점 을 주겠다
탈퇴한 사용자,부정적,1,부정,개봉 순간 내 동심 은 무너졌고 영상 을 보던 순간 내 어릴 적 판타지 는 사라졌다
박일우,긍정적,10,부정,이 거 3 로 만들어주라
빌리,부정적,0,부정,제임스 왕 잊지 않겠다
탈퇴한 사용자,부정적,0,부정,욕 이 나와야 정상인 영화 입니다
조영숙,부정적,1,부정,신룡 이 시 여 눈 을 가려주소서
,부정적,0,부정,"드래곤볼 망치 지 마세요 
 일본사람 이 힘들여 만든건 디"
휴면 사용자,부정적,1,부정,"돈 내고 보면 안되는 영화 
 05 점 줄라 고 햇 다"
로렝,부정적,1,부정,그냥 영화정보 에서 영구 삭제 바람
강바람,긍정적,7,부정,보통 임
sdm108,부정적,2,부정,마우스 로 찍어가며 대충 봤는데도 못 보겠다
서현,부정적,2,부정,그저 그렇네 내 돈 돌리도
한금주,부정적,4,부정,그 재밌는 드래곤볼 을 이런 식 으로
디디,부정적,0,부정,점수 를 줄수가 없군요
신동우,부정적,0,부정,이런 니 주가 리 시빠빠
휴면 사용자,부정적,3,부정,욕 나 올 지경
TK,부정적,2,부정,명절 때 틀어줄까 겁난다
휴면 사용자,부정적,1,부정,용가리 를 재미있게 만들어주는 영화
휴면 사용자,부정적,0,부정,별 에 별 쓰레기 영화 를 다 본다
Vince carter,긍정적,10,부정,재미있기만 하다 뭔 평점 0 점 도무지 이해 가 안 가네
aKiRaPiDi,부정적,0,부정,한마디 로 말 해서 개 같다 갑자기 화가 치 밀른 다
레오요,긍정적,10,부정,제목 좀 봐라 이라잖니 다음 편 을 위 한 하나 의 예고편 일 뿐 기대 됩니다 후속작 와우
휴면 사용자,부정적,0,부정,"억울하다 허 접해 정말 
 머 야 이 게 안글습 니까 여러분 디워 보다 10000000000000000000000000000000000 배는 재미없어"
탈퇴한 사용자,부정적,0,부정,이럴줄 알았어 발
그리워,부정적,2,부정,드래곤볼 을 떠나서 영화 자체 가 재미없고 허 접하다
휴면 사용자,부정적,0,부정,"우뢰매 디워 가 이영화 보다 수준 높네 심형래 감독 영화 잘 만드는 사람 이었어 
 드래곤볼 명작 을 이렇게 만들수가 답답하다 보는내내 할말을 잃었다"
우횻,부정적,1,부정,"3 점 주려다 알바 들 아래 글 쫙 깔아 둔 거 보고 분노 어디서 구라 질 이야 
 0 점 으로 바꿨다가 그래도 우리 에미 로섬 이랑 므흣 제이 미 정 봐서 1 점 준다 
 에미 이런데 나오지 마 요"
김경호,부정적,0,부정,우베 볼 이 만든게 아닌가 싶어 앤등 크레딧 에 감독 을 주목 했었다
진즈,부정적,1,부정,머 그래도 1 점 은 좀 크 자 나 01 점 이런거 엄 나용
우리누리,긍정적,10,부정,아가 들 아 꼭 봐라
천사표가되던날,부정적,0,부정,보는내내 화가 나 는 영화
휴면 사용자,부정적,0,부정,이 것 도 영화 라고 만들었데 차라리 네 가 만드는게 훨씬 나겟다 쓰 영화
휴면 사용자,긍정적,10,부정,죽기전에 꼭 봐 야할 영화
camerong,부정적,0,부정,도대체 제 정신 으로 만든 영화 일까
휴면 사용자,부정적,0,부정,장난 하니
수양버들,부정적,1,부정,"일본 이 애니 를 영화 한 작품 들 은 참 많다 그래도 기술 같은거나 표현 이아주 좋았다하지만 
 이건 뭐 드래곤볼 애니 에 먹 칠하는 영화 다 왠만하면 낮은 점수 안주는데 드래곤볼 팬 으로서는 최악 이다"
